novdescription,bbl,violationid
"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING  AT PUBLIC HALL, 1st STORY",1016770040,12212662
"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING  AT PUBLIC HALL, 1st STORY",1016770040,12212664
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ,   IN THE ENTRANCE  LOCATED AT APT 1E, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016770040,11903548
"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL, 1st STORY",1016770040,12212667
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS AT BULKHEAD TO ROOF , 5th STORY",1016770040,11992242
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR AT RADIATOR  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 7, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016770040,11969606
SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF RODENTS RATS  AT 1st AIR SHAFT  FROM EAST,1016770040,8389529
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE BATHROOM  LOCATED AT APT 12, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016770040,8389547
"SECTION 27-2010, 2011, 2012 ADM CODE  REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE GARBAGE,HOUSE HOLD ITEMS AT EAST AND WEST AIR SHAFT",1016770040,8447240
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 7, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016770040,12031748
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 7, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016770040,12031749
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT EAST  WALL  AT PUBLIC HALL, 1st STORY",1016770040,11903526
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING AND ALL WALLS  AT PUBLIC HALL, 2nd STORY",1016660028,11890890
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING AND ALL WALLS  AT PUBLIC HALL, 1st STORY",1016660028,11890886
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING AND ALL WALLS  AT PUBLIC HALL, 3rd STORY",1016660028,11890895
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016660028,12126384
"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",1016660028,12195319
"SECTION 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL, 1st STORY",1016660028,12195320
SECTION  27-2013 ADM CODE  REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT  NORTH WALL SOUTH ROOM 5 STRY NORTHEAST APT 24 ER1  LOCATED AT APT 24,1016660028,2588804
"SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF VERMIN ROACHES  IN THE ENTIRE APARTMENT  LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",1016660028,4752227
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES ,CABLE WIRES CRISS-CROSSING,ALL STORIES,1ST FIRE ESCAPE FROM EAST,FRONT OF BUILDING",1016660028,10986212
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES  AT PUBLIC HALL, 1st STORY",1016660028,12114612
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED  AT BASEMENT,1016660028,12253628
SECTION  27-2013 ADM CODE  REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT  CEILING NORTH ROOM 5 STY NORHTEAST APT 24 ER1  LOCATED AT APT 24,1016660028,2588799
SECTION  27-2013 ADM CODE  REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT  CEILING CENTER ROOM 5 STY NORTHEAST APT 24 ER1  LOCATED AT APT 24,1016660028,2588800
SECTION  27-2013 ADM CODE  REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT  SOUTH WALL KITCHEN 3 STY NORTHEAST APT 24 ER1  LOCATED AT APT 24,1016660028,2588801
SECTION  27-2013 ADM CODE  REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT  WEST WALL KITCHEN 5 STY NORTHEAST APT 24 ER1  LOCATED AT APT 24,1016660028,2588802
SECTION  27-2013 ADM CODE  REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT  EAST WALL BATHROOM 5 STY NORTHEAST APT 24 ER1  LOCATED AT APT 24,1016660028,2588803
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST",1016660028,12214891
"SECTION 27-2005, 2007 ADM CODE  REMOVE ALL ENCUMBRANCES CONSISTING OF BICYCLE  AT PUBLIC HALL, 3rd STORY",1016660028,12256160
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING  AT PUBLIC HALL, 6th STORY",1016660028,12256161
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS DOOR TO ROOF AT NORTH BULKHEAD  AT PUBLIC HALL, 6th STORY",1016660028,12256162
SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FLASHING AT EAST AND WEST PARAPET WALLS AT ROOF,1016660028,12256163
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING CERAMIC TILE BASE MOULDINGS  AT PUBLIC HALL, 5th STORY",1016660028,12256164
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING CERAMIC TILE BASE MOULDINGS  AT PUBLIC HALL, 4th STORY",1016660028,12256168
SECTION 27-2037 ADM CODE  PROVIDE ADEQUATE LIGHTING AT SOUTHWEST FIRE PASSAGEWAY,1016660028,12256170
SECTION 27-2037 ADM CODE  PROVIDE ADEQUATE LIGHTING AT NORTHWEST FIRE PASSAGEWAY,1016660028,12256171
SECTION 27-2037 ADM CODE  PROVIDE ADEQUATE LIGHTING AT SOUTHEAST FIRE PASSAGEWAY,1016660028,12256172
SECTION  27-2013 ADM CODE  REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT  CEILING KITCHEN 5 STY NORTHEAST APT 24 LOPEZ NO PHONE ER1  LOCATED AT APT 24,1016660028,2588797
SECTION  27-2013 ADM CODE  REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT  WEST WALL NORTH ROOM 5 STY NORTHEAST APT 24 ER1  LOCATED AT APT 24,1016660028,2588798
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MAILBOX LOCK FOR APT 6F  AT PUBLIC HALL, 1st STORY",1016660028,12262609
"SECTION 27-2026 ADM CODE  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET  ,  IN THE BATHROOM  LOCATED AT APT 5C, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016660028,4670901
"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION  AT WASTLINE PIPE, WASH BASIN  IN THE BATHROOM  LOCATED AT APT 5C, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016660028,4670913
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER SASH  AT FIRE ESCAPE WINDOW FRAME  IN THE KITCHEN  LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",1016660028,4752173
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",1016660028,4752193
SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT CEILING AT FIRE PASSAGEWAY AT SOUTHEAST,1016660028,12271037
"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM AT LEAST 1 WINDOW OR PROVIDE APPROVED TYPE GATE ,  IN THE ENTIRE APARTMENT  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016660028,4563314
"SECTION 27-2026 ADM CODE  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET ,  IN THE BATHROOM  LOCATED AT APT 5C, 5th STORY",1016660028,4752210
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE BELL BUZZER INTERCOM SYSTEM  IN THE ENTIRE APARTMENT  LOCATED AT APT 5C, 5th STORY",1016660028,4752239
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING ELECTRIC LIGHT CEILING FIXTURE  IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",1016660028,4752289
"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",1016660028,12253620
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCE AT LOWER WINDOW SASH  IN THE BATHROOM  LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST",1016660028,12262592
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ..  IN THE ENTRANCE  LOCATED AT APT 4F, 4th STORY, 3rd APARTMENT FROM SOUTH AT WEST",1016660028,12270826
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ..  IN THE ENTRANCE  LOCATED AT APT 5A, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016660028,12270829
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE MARBLE SADDLE  IN THE ENTRANCE  LOCATED AT APT 6B, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",1016660028,12270831
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 4E, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016660028,12270833
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 4E, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016660028,12270836
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE LEVER FOR  DRAIN AT BATHTUB  IN THE BATHROOM  LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST",1016660028,12262602
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",3033260065,10521628
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF KEY OPERATED LOCK AT DOOR OF ROOM LEADING TO FIRE ESCAPE  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",3033260065,11064412
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ; THE CEILING  IN THE 1st ROOM  FROM EAST LOCATED AT APT B4L, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11065711
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 3R, 3rd STORY, APARTMENT AT  NORTH",3033260065,11498164
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11606320
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11606321
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING   DOUBLE  CYLINDER  KEY  OPERATED  LOCK  INSTALLED  ON  DOOR  AT  VESTIBULE  AT PUBLIC HALL, 1st STORY",3033260065,11917396
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO BOILER ROOM LOCKED AT 1ST STORY PUBLIC HALL,3033260065,12151935
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF A DOUBLE CYLINDER LOCK INSTALLED ON THE VESTIBULE DOOR  , 1st STORY",3033260065,11966072
"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",3033260065,12189538
"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE BASEBOARD HEAT RADIATOR  IN THE 3rd ROOM  FROM EAST AT SOUTH LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",3033260065,12150037
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCK ON DOOR   AT BOILER ROOM,3033260065,12189539
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO CELLAR LOCKED  AT PUBLIC HALL, 1st STORY",3033260065,12269452
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE FOYER ,  THE 5th ROOM  FROM NORTH,  THE 4th ROOM  FROM NORTH,  THE KITCHEN ,  THE 1st ROOM  FROM NORTH AT EAST,  THE BATHROOM   LOCATED AT APT 32, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1018470066,11109003
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           EAST WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 53, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1018470066,11838110
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 32, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1018470066,11107754
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 32, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1018470066,11113757
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 32, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1018470066,11113758
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 2nd ROOM  FROM NORTH AT WEST,  THE FOYER ,  THE 5th ROOM  FROM NORTH,  THE 4th ROOM  FROM NORTH,  THE 1st ROOM  FROM NORTH AT WEST,  THE 1st ROOM  FROM NORTH AT EAST,  THE KITCHEN ,  THE BATHROOM   LOCATED AT APT 32, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1018470066,11117199
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           CEILING IN THE KITCHEN  LOCATED AT APT 53, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1018470066,11837453
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           2nd WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 5th ROOM  FROM NORTH AT WEST LOCATED AT APT 53, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1018470066,11838112
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE 1st ROOM  FROM NORTH LOCATED AT APT 53, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1018470066,12261627
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOM SYSTEM AT EAST WALL  IN THE FOYER  LOCATED AT APT 53, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1018470066,12261574
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE AT LOWER WINDOW SASH  IN THE KITCHEN  LOCATED AT APT 53, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1018470066,12261617
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT SWITCH   IN THE KITCHEN  LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016440059,11410067
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BASE CABNET AT SINK  IN THE KITCHEN  LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016440059,11410113
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER TOP  IN THE KITCHEN  LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016440059,11410121
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL  IN THE KITCHEN  LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016440059,11410127
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT ALL WALLS AND CEILING  IN THE BATHROOM  LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016440059,11410134
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BASE CABNET AT WASH BASIN  IN THE BATHROOM  LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016440059,11410137
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016440059,11410145
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  LOCATED AT APT 1N, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016440059,11410150
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL  IN THE KITCHEN  LOCATED AT APT 1K, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''",1016440059,11563863
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE ROTTED WOOD FLOOR   IN THE KITCHEN  LOCATED AT APT 1K, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''",1016440059,11563864
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1K, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016440059,11565743
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 1K, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016440059,11565750
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS, CEILINGS, AND TRIMS  IN THE ENTIRE APARTMENT  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11685974
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILE  IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11685978
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT            CEILING,         NORTH WALL IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11685980
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... 8 SQ.FT. AT EAST WALL, 4 SQ.FT. AT NORTH WALL, 4 SQ.FT. AT SOUTH WALL, AND 2 SQ.FT. AT CEILING  IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11685981
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 4th ROOM  FROM NORTH,  THE PRIVATE HALLWAY ,  THE 1st ROOM  FROM NORTH AT EAST,  THE 2nd ROOM  FROM NORTH,  THE KITCHEN ,  THE 5th ROOM  FROM NORTH,  THE BATHROOM   LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11686135
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1K, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  WEST",1016440059,11812957
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING  IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11817634
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... NORTH,EAST AND SOUTH WALLS  IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11817642
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT EAST WALL  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11817659
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016440059,11817664
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE BATHROOM  LOCATED AT APT 5F, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016440059,11929023
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 5F, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016440059,11929082
